source,date,text,rating,url,discovery_subtheme,sentiment,pain_point
play_store,2026-06-18T22:39:17+00:00,"this app sucks, like aa lot. it does NOT even put the songs YOU PUT ON, on. it gives the recommended. AND you cant even play music while on another app, I recommend Youtube Music instead, it ACTUALLY puts songs on that you want and you can listen to music while playing a game or whatever without having an ad every 5 minutes...",1,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Forced recommendations over user choices
play_store,2026-06-18T21:15:22+00:00,"2017 Works a treat but takes up a lot of space. I think it can be moved to the SD card, though. 2026 update Great app, fabulous way it suggests music BUT surely they can find a more fair way to pay smaller artists?!",3,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,mixed,unfair artist pay
play_store,2026-06-18T21:14:35+00:00,I am a music lover. I enjoy this app more than the others out there. I always have access to new music. I can fill up all of my playlists easily. I could listen to podcasts if I wanted too. It has everything that I need. I highly recommend it to everyone.,5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-18T21:05:18+00:00,can't add songs to my liked playlist. also there is no way to explore new music. homepage is full of AI made playlists and recommendations but they are all based on my history and liked songs. I want to Listen something new but there is no way unless I know a few songs myself. no novelty.,2,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Can't find new music without prior knowledge
play_store,2026-06-18T20:39:44+00:00,"​The gold standard for audio streaming. Its personalized playlists (like Discover Weekly) are brilliantly curated, and the seamless transition when switching playback from your phone to your laptop or smart speakers is flawless. The massive podcast library is a fantastic bonus.",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T20:10:44+00:00,"Seems like the saving and play issues have been fixed. But this new widget sucks. Hoping the update fixes the issues I've been having. Also, the shuffle still seems like it's not completely random and constantly plays the same songs.🤬",2,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs
play_store,2026-06-18T19:37:52+00:00,This app song is good but he requirement premium subscription this very bad thing i don't recommend this app try any aap,2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,requires premium subscription
play_store,2026-06-18T19:00:44+00:00,Discover Weekly reads my mind. Offline playlists carry me through LRT rides with bad signal. Podcasts + music in one app keeps it simple. Audio quality is consistently solid.,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T18:55:07+00:00,Spotify has an amazing music library and excellent recommendations. I love discovering new songs and creating playlists. The app runs smoothly and enhances my listening experience,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T18:10:31+00:00,"the amount of ads on the free version lately is absurd, i get up to like 5 ads (yes 5 I have screenshots 💀) and there's an ad every 3-4 songs like be so for real 😭",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,none
play_store,2026-06-18T17:54:20+00:00,"Spotify is one of the world's leading music streaming applications, offering access to millions of songs, podcasts, and audio programs. The platform is widely used by music lovers because of its extensive library, personalized recommendations, and user-friendly design.Another advantage is Spotify's availability across multiple devices, including smartphones, tablets, computers, and smart speakers. This allows users to enjoy music wherever they are.",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-18T17:06:10+00:00,"The best music, even better artists discovery only knock sure it's artists contracts or whatever. some dont play as loud as others @spotify any help",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,some artists don't play
play_store,2026-06-18T16:36:40+00:00,It was amazing i recommend people to use this app,4,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T15:40:37+00:00,Easy to use. Great suggestions.,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T15:20:02+00:00,"We non premium listener hear plenty of ads, minutes at most, it's disruptive, repetetive, and annoying. Atleast make the selection of music unlimited it's the least you can do. If i discover other app that offers free music with free selection of music, I will replace this app with no hesitation. And of course you don't care even though you make a lot of money just us listening to the ads you make us listen",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,ads disrupt music
play_store,2026-06-18T14:58:10+00:00,they really want you to get premium and if not ur gonna be at a big disadvantage like not having songs play in ur playlist and insert they do similar songs,3,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,Limited song access
play_store,2026-06-18T14:37:21+00:00,"As a Spotify premium user, I don't have much to complain about. But, the one thing that made me rate this 2-stars (hopefully, y'all need to take such feedback very seriously) is the ""shuffle"" algorithm. It is VERY DISAPPOINTING! I left Spotify for almost 2 years and recently decided to go back to it and this made me remember why I left the app. Having 206 songs in a playlist and Spotify ""shuffle-play"" decides, that playing the same 23 songs is a good thing ??😤 Y'ALL NEED TO DO BETTER!",2,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs repeatedly
play_store,2026-06-18T14:30:16+00:00,top music algorithm,5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,positive,none
play_store,2026-06-18T14:14:44+00:00,"be for real, they need premium just to download a song? you can't even make re-tag the music, this update is piss me off, and they added many add, and they added something that you can play only one song. only one, and play tomorrow 😒. I suggest remove the limitations and adds.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Download limitations and ads
play_store,2026-06-18T13:15:15+00:00,It's easy to find what you want to listen to and there's a lot of great music on here. Would definitely recommend.,5,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,positive,none
play_store,2026-06-18T13:10:40+00:00,"I love this app, it always provide new songs. 5 star for spotify",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T12:25:17+00:00,The recommendation system is fire 🔥🔥,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T11:39:03+00:00,“Love this app! The playlists are amazing and the recommendations are always on point.”,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-18T11:28:42+00:00,"Spotify has lost its value due to their Greed. It's an Advertisement app with over control of users, we listen to the same songs repeatedly, unwanted songs in between and don't listen to our play list songs at all. Waste of time, using this app, subscription price is really high.",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Repetitive unwanted songs
play_store,2026-06-18T11:13:46+00:00,It helped me discover many genres of music and my personal style.,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T10:58:37+00:00,"I love it, who wouldn't? I honestly just do recommend premium though because it's so beneficial. but you can listen to music anywhere, anyway and any day wherever you are. online or offline (offline if you have premium)",5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T10:34:42+00:00,"my favorite music app for over a decade! a happy customer! I love being able to listen to entire albums, make playlists, and most recently I'm super enjoying the AI DJ X, which usually is spot on for my music taste!",5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,positive,none
play_store,2026-06-18T10:19:35+00:00,i love Spotify highly recommend and way better than other music apps!!!,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T09:06:57+00:00,Love Spotify and literally couldn't live without it! I've discovered lots of cool music through it! Not understanding this new widget update. I personally used and liked the old one. It is prompting me to update but it isn't working correctly when I add it to the homescreen - I haven't deleted the old one yet cos I'm not keen on the widget showing everything and it then activates the old one to work so 🤷🏻‍♀️,3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,new widget update issues
play_store,2026-06-18T08:51:01+00:00,"This app is increasingly trash. Loading is often painfully slow. The new widget is completely dysfunctional. And the Blend algorithm seems to think that if I listen to a song one time, I automatically love it. Also, I wish I could set a specific playlist to skip explicit songs for my kid, instead of having to set that for my whole account every time.",2,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,Algorithm assumes song love after one play
play_store,2026-06-18T07:21:07+00:00,"not sure why I have to pay for a premium account if the app is garbage. Most of the time the app will not even open, just a black screen. The shuffle literally only plays the same 20 songs on repeat in the same order. Terrible app design.",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs repeatedly
play_store,2026-06-18T07:09:19+00:00,IT'S AMAZING AND YES THERE IS ADDS BUT NOT CONSTANTLY U DO HAVE TO PAY FOR PREMIUM SO U DON'T HAVE ADDS. BUT I REALLYYYYY RECOMMEND THIS AND NO MONEY NEEDS FOR SONGS ONLY FOR PREMIUM ( THAT I KNOW OF 😅) . BUT I TOTALLY RECOMMEND.,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T05:54:30+00:00,"very thing is good besides the amount of times Spotify plays ""recommend songs"" out of my playlist for the free plan. EDIT: I GOT 8 ADDS UNDER 20 MINUTES DURING MY WORKOUT!!!!",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Too many recommended songs
play_store,2026-06-18T05:49:47+00:00,"Good: Has a lot of music on it and the automatic radio station stuff works pretty well. Meh: The UI has slowly, but consistently, gotten worse over time. It's still usable, but it's also getting buggier and buggier (something to do with how they're having AI write all their code? It does feel sloppy). Bad: Every time you open it, you get pop-ups asking you about stuff you'll never want. Close one and another appears immediately afterwards. In short: Plays music, but doesn't seemingly want to.",3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,UI is buggy and cluttered
play_store,2026-06-18T05:28:19+00:00,this is just bs atp first force smart shuffle for free account now u can't even select for a song to be played first in the playlist what is this Spotify why so money hungry,1,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Can't select first song
play_store,2026-06-18T04:33:11+00:00,I love this app because you can make your own Playlist and listen to new songs,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-18T03:58:40+00:00,"Slow!Great for podcast. Bad for music, bad shuffle of liked songs ,and discovery of new music . Music will sometimes be interrupted for a seemingly too long commercial break?",3,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Poor music shuffle and discovery
play_store,2026-06-18T03:34:17+00:00,"Spotify, Great app and selection. There's only one thing. Please allow the ability to delete your podcast and show list. There are numerous complaints about this. Why won't you do this? 6/17/26- Hey Spotify, me again. Writing to leave a review of the app. I really enjoy it and finding new music and podcasts. However, I still would love for you to give us the ability to delete podcasts we no longer listen to. Why won't you do this?",2,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,Can't delete unused podcasts
play_store,2026-06-18T03:13:45+00:00,Fix the app 1B download but not good I played music but not suggested and you have to skip but you have 6 skip per hour I don't believe what happened I played music because now is 2022,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Limited song skips
play_store,2026-06-18T02:39:43+00:00,"Love the app, the app is amazing, not a bad app, BUT I'M TIRED OF THE ""RECOMMENDED"" stuff. I DO NOT WANT WHAT IS RECOMMENDED TO ME. I would like to listen to the artist I chose not other artists that I don't listen too at all, PLEASE...Love the app but the recommended stuff is just annoying now....This is still a problem. And no Spotify. I'm not gonna have premium for something that SHOULDN'T be expected...Like If I play an album THAT HAS ONE SONG I don't wanna head OTHER songs that aren't in it",3,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Unwanted recommended songs
play_store,2026-06-18T00:43:03+00:00,I love the app but for some time now I have been unable to refresh recommended songs on my Playlist due to the search button blocking the refresh button Edit: it works now 👍,5,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,positive,refresh button blocked
play_store,2026-06-18T00:41:49+00:00,"This app feels like it's made only for people who don't mind constant ads. The number of ads is frustrating. At this point, listening to FM radio feels better. The audio quality isn't even close to YouTube Music. To the Spotify Team, If you're pushing users this hard to buy Premium, why not just make Spotify a paid app? Please focus on improving the user experience instead of overwhelming free users with ads. Although the recommendation algorithm is very good.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
play_store,2026-06-18T00:06:36+00:00,Spotify is the best part of my music journey. discovering Spotify and play it by our mood. I can say it's perfect. ☺,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T23:35:58+00:00,"Mostly benefits for premium members, not common users,so uninstalled this app. Personally, I won't recommend this app for music too many adds",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
play_store,2026-06-17T23:27:04+00:00,"New widgets SUCK. I don't need an extra 4x1 taken up on my home screen for your recommendations. I know what I want to listen to, and if I do happen to want a recommendation, I can open the app and get them whenever I want. Please put user experience over your desires to psychologically and subconsciously push people into increase usage of your app, and restore the option of the 4x1 widget.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced recommendations on home screen
play_store,2026-06-17T22:14:09+00:00,"HATE THE NEW WIDGET!!! Bring back the regular now playing widget, at least give us the option!!! I don't want suggestions, I just want a *simple* now-playing widget.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced suggestions
play_store,2026-06-17T22:10:42+00:00,"Absolute trash. New widget broke the already broken app more. Recommendations are always yhe exact same song (regardless of what you're listening to), the shuffle works the same way (only plays the same couple soungs). Its a free app for me and I still would rather listen to music on YouTube with commercials",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Same songs repeat
play_store,2026-06-17T21:59:57+00:00,"so unfair limit 6 skip per hour and there is limit to listen new music, so baddd",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Limited skips and new music
play_store,2026-06-17T21:28:08+00:00,"Could you please make it optional to have f. mandatory Ai transcriptions in podcasts? Sometimes you want to see the pictures, cover art, whatever. Not useless Ai transcriptions. If it's for helping the disabled, then make it optional... Why is everything logical so incredibly hard for your app. Same with the new widget. The one before worked. Now you replaced it with one that disconnects constantly and suggests Playlists. If I wanted to listen to a different Playlist I'd open the app.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,invasive AI features
play_store,2026-06-17T21:20:01+00:00,This App is Now Trash And Not Recommended unless you have premium if you are using free version then this app puts Ads every song and u can't change/skip song you want,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Frequent ads
play_store,2026-06-17T21:06:01+00:00,"Spotify has completely elevated my music experience! The sound quality is superb, the playlist recommendations are incredibly accurate, and discovering new artists through Discover Weekly feels like magic. I also love the podcast library — everything is in one place. Spotify Premium is 100% worth it for offline listening and zero interruptions",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T20:57:10+00:00,greedy greedy app. I would recommend anything else.,3,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,none
play_store,2026-06-17T20:39:39+00:00,loving that I can make my own playlist and that automatically creates options for more artists and new songs as well as old ones..,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T20:33:09+00:00,take my widget away will you? 1 star for you.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,none
play_store,2026-06-17T19:36:22+00:00,Good but ui is not optimal. Too cluttered for my tastes. They should offer a simplified ui option.,4,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,cluttered UI
play_store,2026-06-17T19:11:11+00:00,"at first I was enjoying the app but now after I updated it, it totally ruined my joy, too many ads in every song, took away play previous song button, recommendation ads to premium really getting on my nerves",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
play_store,2026-06-17T19:03:48+00:00,OK I LOVE IT I WILL NOT JUST GIVE YOU 5 STARS I WILL GIVE YOU A 1B STARS FOR YOU IF THERE WAS MORE STARS I WILL GIVE YOU MORE LIKE THANK YOU SOOOOOO MUCH I LOVE IT,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-17T18:50:17+00:00,"The app continues to be glitchy, I can't open artists when I search them or it often tells me 'Spotify is offline' even when I have internet or data. The menu also frequently fails to pop up when I try to add a song to a playlist. And as far as suggested music goes, it often regurgitates back the same things I already listen to rather than finding new artists similar to what I like.",3,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Regurgitates same music
play_store,2026-06-17T18:22:38+00:00,"They have removed smart shuffle at least. Now they have changed the widget, I don't understand removing support for the old simple widget. I don't need to see other options on the widget just play/pause next and back.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Removed simple widget
play_store,2026-06-17T18:13:52+00:00,"You have to listen on shuffle if you dont have premium, and it used to shuffle normally but now ""smart"" shuffle (where the app plays songs that aren't part of the playlist/album/artist based on similarity) is the only option. Also, ad frequency is too high. Not only that but it's always 2 ads in a row now, never just 1. Feature suggestion: The option to play two or more playlists on shuffle at the same time.",3,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Forced smart shuffle
play_store,2026-06-17T17:34:52+00:00,Best music app for listening to music u like or love.Also great for discovering new music as well,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T16:51:25+00:00,"You literally have no freedom on the mobile app, I really suggest the desktop one",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Limited mobile app freedom
play_store,2026-06-17T16:44:46+00:00,"Spotify is fine but I am stuck with it as I have a family plan that others rely on. Would be great if there was safe playlists excluded from metrics? (for the kids music). new music for me should not include reissues. Spotify also tries to recommend new music that is so far outside of what I generally listen to, I get frustrated by it. needs to deal better with local files from my library when the artist is not on Spotify.",3,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,irrelevant music recommendations
play_store,2026-06-17T15:41:42+00:00,"Spotify is by far one of the best music streaming platforms I've used. The app is easy to navigate, the sound quality is excellent, and the personalized playlists and recommendations are surprisingly accurate. I love discovering new artists through features like Discover Weekly and Daily Mixes. The huge music library, podcasts, and seamless syncing across devices make it a fantastic all-in-one entertainment platform. Spotify continues to improve its features and user experience.Highly recommend",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T15:35:50+00:00,"new update seems to have messed up the ""On repeat"" playlist. Songs I only played once messing up the list, while songs I repeat don't make the cut. please no. Edit: they fixed it! Love this feature. Also the new lyric placement? Amazing!",5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-17T15:29:55+00:00,becoming a more & more laggy technical debt experience over time. seems to be more and more ads despite premium account. ads will sometimes break the thing it was trying to play. occasional stuttering playback despite attempts to fix bluetooth issues. hard work trying to find connections like Google nest reliably. Will complain it's trying to play something when the app isn't even open. algorithm is also broken where ai bots can list songs under legitimate artist names. Reinstall made it worse.,2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Technical issues and ads
play_store,2026-06-17T15:22:58+00:00,Spotify offers an outstanding music experience with an extensive library of songs and podcasts. The personalized playlists are especially impressive.,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-17T15:16:18+00:00,wide music variety,5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-17T15:13:08+00:00,1 Song. 2 adverts. na unna buy data for me? Suggested songs out of my interest,1,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Irrelevant song suggestions
play_store,2026-06-17T13:45:56+00:00,"I love this music app, I can discover bunch and music and have fun with sharing playlist , even the cheapest premium plans is enough to stop ads interrupting my music, the only minus two star experience is that , it drains my Samsung watch 4 battery abnormally fast if I hear it from the watch even when offline , so please , optimize watch version of the app on play store, make it more battery efficient",3,https://play.google.com/store/apps/details?id=com.spotify.music,other,mixed,none
play_store,2026-06-17T13:29:34+00:00,I pay for a premium membership but then it limits the amount of time I can listen to audiobooks to 15 hours. I received an email suggesting that I buy more hours- this feels a bit scammy that my premium membership doesn't allow me to access unlimited audio book listening. Stop making access so difficult and treating educational content as a profit making mechanism when you already charge a fee that is being paid !,1,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,Limited audiobook access
play_store,2026-06-17T12:32:00+00:00,"Spotify continues to dominate as the ultimate music and audio platform in 2026. Whether I’m discovering new artists, building playlists for every mood, listening to podcasts, or enjoying audiobooks, it delivers an unbeatable personalized experience that keeps me coming back every day.",5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,positive,none
play_store,2026-06-17T11:44:15+00:00,"this app sucks it wont even let me listen to music anymore AT ALL like when i search up a song and try to play it, it says i discovered a premium feature. this is literally horrible",1,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,Can't play music due to premium feature
play_store,2026-06-17T10:41:42+00:00,"As a loyal Spotify user for years, this app has easily become the ultimate soundtrack to my daily routine. The absolute best part is its incredibly smart algorithm features like Discover Weekly always introduce me to amazing new tracks that perfectly match my vibe. I also love Spotify Connect, which lets me easily switch my music from my phone to my home speakers with just one tap.",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T10:11:54+00:00,"Good I'd recommend spotify to alot of people, it's even easy to use",5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-17T09:25:10+00:00,"Spotify is my favorite music and podcasts app. It's fast, the software design is extremely intuitive, and the things I want to listen to are pre-curated to my tastes. The biggest issue I have with the app is the big pish toward premium. With premium comes many great things, like ad free listening. But without premium comes many not so great things, like the lack of ability to pick specific songs, and lots of ads. Overall great app, but only if you are willing to pay $13 per month.",4,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,mixed,Limited features without premium
play_store,2026-06-17T07:42:28+00:00,"ads becoming annoying simply because I can't pay for a premium account and that's not fair , great app though, the kind of playlist it suggests for me after a very busy day makes me love the app more , I might pay for the premium enjoyments real soon",4,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T07:33:53+00:00,"this is beautiful bro, the music they have is great and I highly recommend you get it.",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-17T07:24:36+00:00,I've been using this app since I was 15 and it never failed me even tho I never have enough money to get premium but it's still very good without I 100% recommend everyone should get Spotify,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-17T07:01:32+00:00,"Spotify is my favourite song listening app. I can find almost any song, album, or playlist I’m looking for, from old classics to new releases. They always introduce me to new music I end up loving. The sound quality is good and I can also download the songs so I can listen offline. This is the best music streaming app and definitely worth using this app.",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-17T06:38:35+00:00,plays music like a computer,5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,lacks human touch
play_store,2026-06-17T05:06:47+00:00,"at first it was good no bugs nothing but the time I posted this comment as soon as I click on a song it plays for a sec and it says ""You discovered a premuim feature!"" FIX IT PLZ",3,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,premium feature limitations
play_store,2026-06-17T04:06:55+00:00,Cancelling my subscription and will be uninstalling. Lot of podcasts wouldn't play even after trying all the troubleshooting suggested in the Spotify page or other TS from the internet.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,podcasts wouldn't play
play_store,2026-06-17T03:45:32+00:00,The phone app will (like malware) attach to every device on your network and wait for you to play anything on any device and then start running on your phone. No matter how many settings you adjust it will continue to do this and it is the most annoying thing ever. You can not restrict background processes to fix this and Spotify won't do anything about it. So they obviously don't care enough to not constantly monitor your network even though youve told them not to.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,App invasively monitors network
play_store,2026-06-17T03:20:23+00:00,The best music app you can download! I would recommend purchasing the premium subscription or sharing the subscription with a friend.,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-17T03:18:32+00:00,"Just updated June 2016 and have lost my play list and saved albums. have reinstalled etc all show but won't play Total rubbish. I downgraded due to the ever increasing price. The free version is dreadful. It says you get 30 mins of music between ads. This is total nonsense. I am lucky to get 3 songs, so 10 mins. There are adverts, suggested songs, and requests to do a survey. I know they need to make money, but this is a joke.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,none
play_store,2026-06-17T02:17:58+00:00,listening to Spotify over 6yrs. My preferred music app. Good playlist & similar suggestions.,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-17T00:26:49+00:00,"too much advertising, and pushing too many songs under ""recommend for you""",1,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Too many unwanted recommendations
play_store,2026-06-17T00:18:00+00:00,"3 ads after every 2 plays No new song recommendations, even though I am using it for free . sometimes I wonder , why are songs coming in between the beautiful ads ❤️❤️.",2,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,No new song recommendations
play_store,2026-06-16T23:45:54+00:00,everything is good but I don't like the adds but the suggestions are so good I love it ❤️,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-16T21:32:40+00:00,"Spotify used to be good, but it's become insufferable with the amlunt of ads there are, limited skips, and playing SUGGESTED songs while Im playing the playlist :/ Until it gets better (which it likely won't) I won't be usinh spotify for a while",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
